,0
685,"RT @heraldscotland: ICYMI: Nicola Sturgeon accused of making 'tasteless' link between war in Ukraine and Scottish independence

https://t.c…"
686,"@brian__oneill @afneil that gas pipe runs right through Ukraine, I expect the Germans to hurry up and deliver the weapons they promised."
687,"Maj. Gen. Yevgeny Ilyin called the situation in Ukraine ""tragic,"" adding: ""I am very depressed over it"" before leav… https://t.co/9dI4GdufAK"
688,"RT @sturdyAlex: - It was the pandemic!

- The pandemic was global.

- It was fuel price volatility!

- Fuel price volatility was global.

-…"
689,World peace-loving people are more worried about is the Ukraine war expanding &amp;creating more Ukrainian civilians to… https://t.co/AMKtleiu5U
690,"RT @eucopresident: We had a long meeting last night on the situation in #Ukraine where we reaffirmed our unwavering European unity, along w…"
691,RT @nexta_tv: Office of the Prosecutor General of #Ukraine: 135 children have died in the country since the beginning of the war. https://t…
692,"Today at 10, U.S. Congressman @RepBrianFitz. Former State Department policy planner &amp; @CatholicUniv professor… https://t.co/d0MXdPYYK3"
693,Ukraine war: Biden to visit Poland after unveiling plan to wean Europe off Russian gas https://t.co/fqtzQvulAh
694,RT @BBCTimFranks: BREAKING: confirmation from a Mariupol official of what would be the single worst loss of life in the Ukraine war so far…
695,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
696,RT @bluevirginia: Clarence Thomas has absolutely no business being on the Supreme Court. ZERO. https://t.co/5enDDdcHh5 https://t.co/Li9y2eg…
697,RT @BBCTimFranks: BREAKING: confirmation from a Mariupol official of what would be the single worst loss of life in the Ukraine war so far…
698,RT @brechtcastel: One month of war in #Ukraine. @maria_avdv has seen her lovely city #Kharkiv been destroyed by the Russian invasion day by…
699,RT @Sputnik_Not: LEGO releases set recreating famous Ukraine war scene https://t.co/ZYJvLJgvYL
700,Biden heads to Poland for meetings on war’s humanitarian crisis: Live Ukraine updates - USA TODAY President Joe B..… https://t.co/qKgZ9EspVO
701,"RT @humeyra_pamuk: Confirming NYT reporting with some more nuance on what happened: There was no formal request, no specific ask by U.S. fr…"
702,RT @Julius_Kim: I hope people in Ukraine can find peace in their dreams at least. Goodnight moon. Goodnight.
703,"RT @tribelaw: “Meanwhile, the best way to undermine Russia’s military is by limiting access to technology.”
https://t.co/OswyXkYoXN"
704,"we all see what can stop the war,  you have to compromise on something , the Ukraine president did not see it that… https://t.co/zvOIuXWvft"
705,"RT @RichardHaass: Struck by the juxtaposition today of 2 stories: all we are doing to defend freedom in Ukraine, &amp; the Ginni Thomas-Mark Me…"
706,"RT @jessicacrosnft: 🎁 1 #Solana (100$) Giveaway 🎁

🥇1 #SOL + 10 WL From Peace Bot

To Enter: 
1️⃣ LIKE❤️&amp;RT 🔁
2️⃣ Follow me &amp; @PEACEBOT__…"
707,"RT @richimedhurst: They deleted it but I kept a screenshot.

The Ukrainian government actually posted this picture, acting like Ukraine has…"
708,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
709,@Girishkarkera2 @Roopak202020 @Dlus @carlbildt I dont the situation  won't be resolved satisfactorily for Ukraine w… https://t.co/3C56QYlrwc
710,@MyManBerzerk @5thSu You live in putin's imagined world. I live in Ukraine. You call me a nazi sympathiser while I… https://t.co/JzivDdtKNm
711,RT @ignaziocassis: Touched to be at the #Dorohusk border crossing 🇵🇱🇺🇦 Refugees from Ukraine arrive here every day. Support from local auth…
712,"@_miniszterelnok ❌In the memory of Holocaust victims you have a monument ""Shoes on the Danube bank"" and u guysknow… https://t.co/7fWpHVy3BE"
713,@ThePlumLineGS @TimothyDSnyder The world we live in is at turning point: we should act rather than blindly letting… https://t.co/hd0zhXD2gD
714,"RT @ralakbar: UN human rights team in Ukraine say there are 'mass graves' in Mariupol…

#PutinIsaWarCriminal 
#StandWithUkraine"
715,"RT @mrjohnofarrell: Seems like every time we think things are terrible, we get surprised by something even worse. Brexit, then Trump, then…"
716,"RT @colonelhogans: Morrison promised Ukraine coal. 
Nobody knows how to get it there. 
You can’t make this shit up….."
717,"RT @RealGeorgeWebb1: Well, my five-year Ukraine biolab odyssey is finally very close to full validation.  Now Kiriilov and Russian need to…"
718,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
719,"RT @KyivIndependent: Ukraine's General Staff report: 

🔵 Russia transfers new troops to Belarus to replenish its assault force
🟡 4 Russian…"
720,"RT @KyivIndependent: Ukraine's General Staff report: 

🔵 Russia transfers new troops to Belarus to replenish its assault force
🟡 4 Russian…"
721,"RT @IAPonomarenko: Hey, Warsaw, whoever is in town, please make sure to join this rally for Ukraine on March 25:
https://t.co/JZ5TlPJvFK"
722,"RT @FortniteGame: As of today, we’ve raised $50 million USD together in humanitarian relief funds to support people affected by the war in…"
723,"RT @richimedhurst: They deleted it but I kept a screenshot.

The Ukrainian government actually posted this picture, acting like Ukraine has…"
724,"RT @DaryaTsymbalyuk: a place to talk about Russian imperialism and westplaining, and hear critical voices from Ukraine, and not only
come s…"
725,"RT @KyivIndependent: Ukraine's General Staff report: 

🔵 Russia transfers new troops to Belarus to replenish its assault force
🟡 4 Russian…"
726,"RT @RNCResearch: Today Biden again said that sanctions would not “deter” Putin from invading Ukraine. 
 
His administration said the EXACT…"
727,"RT @BlackTeaChai: 🇩🇪 Thread of german petitions directed at the german government to help Ukraine!!🇩🇪

💛💙 Please share!! If you're from Ger…"
728,RT @DmytroKuleba: Spoke with my Italian counterpart and friend @luigidimaio. We both share the urgency of elevating sanctions pressure on R…
729,RT @pretentiouswhat: @realchasegeiser I must have missed the part when Hong Kong was a sovereign nation invaded by a foreign country. I gue…
730,"RT @FortniteGame: As of today, we’ve raised $50 million USD together in humanitarian relief funds to support people affected by the war in…"
731,@DenPetrichenko @Globalcitizn1 @Tigartsakh Armenian Artsakh president supports Russian occupation of Ukraine by wel… https://t.co/FWdwuEXUYU
732,"RT @AnonOpsSE: ""Ukraine was beautiful.  But now it will be great, because this is our nation.  Great Ukraine.  Great recovery project.  For…"
733,"RT @JasminMuj: There were never any “Russian-backed separatists” in Ukraine. There were only Russian occupation forces, who have maintained…"
734,"RT @KyivIndependent: Ukraine's General Staff report: 

🔵 Russia transfers new troops to Belarus to replenish its assault force
🟡 4 Russian…"
735,RT @RVAwonk: Holy crap. Ukraine is reportedly using facial recognition technology to identify dead Russian soldiers and notify their relati…
736,@ChimesoFreedom There is still Ukraine soldiers tweeting from mariupol so i doubt it. It will probably happen in ti… https://t.co/5OpQlmcWBy
737,"RT @TheNationalNews: French authorities seize two luxury yachts belonging to Alexey Kuzmichev, one of Russia’s most influential businessmen…"
738,@JoeBiden Ukraine needs HIMARS!
739,"RT @nexta_tv: #Putin personally approved #Abramovich's participation in negotiations with #Ukraine, reports the #FinancialTimes.

After rec…"
740,"@inna_panasiuk Sending Love to All Ukraine soldiers,"
741,"RT @AnonOpsSE: ""Ukraine was beautiful.  But now it will be great, because this is our nation.  Great Ukraine.  Great recovery project.  For…"
742,"RT @riririmargari: My model Nastya lived in Kyiv when the war started. She left Ukraine, and left her home, as a refugee(
I hope she comes…"
743,"RT @tomiahonen: Not yet confirmed, but it is believed that the General who was killed was Lt General Rezantsev, tied for highest ranking Ge…"
744,RT @Andy_Scollick: @MichealMartinTD @LeoVaradkar @EamonRyan @SimonCoveney @MaryLouMcDonald @DF_COS @IRLDeptDefence @BerryCathal @GCraughwel…
745,"RT @BuzzPatterson: 1) Let’s boil this down. We’re supplying weapons to Ukraine because Putin invaded. We’re big mad at Putin. Meanwhile, th…"
746,"RT @WilliamMcNulty: .@united I’m on flight 953 to deliver medical supplies to Ukraine. I was charged $1,100 in extra bag charges for tourni…"
747,RT @michaeldweiss: Becoming increasingly apparently Putin chose to invade Ukraine when he could have just gone on Substack. https://t.co/tt…
748,"RT @Alex_the_biker: @rantmode0n @Blue_Sauron When it gets to Ukraine.
 https://t.co/ipAEaHbTK2"
749,"@gowdavy @GeorgeFoulkes Approval rating in Ukraine plus 50%. You hate Boris Johnson, I detest sturgeon, bored now y… https://t.co/5YDohBIxqQ"
750,"RT @KyivIndependent: Ukraine's General Staff report: 

🔵 Russia transfers new troops to Belarus to replenish its assault force
🟡 4 Russian…"
751,"@guyanmuchan001 Wish Russia and Ukraine can be brothers again. 
Wish you can share and spread.🤝 https://t.co/rEgLv1Tv1x"
752,"RT @Telegraph: 🔴Russia appears to have lost more troops than Ukraine so far in the war, and has killed more civilians than Ukrainian soldie…"
753,"RT @FearDept: ""Yes, there are Islamists in Syria, but the 'Syrian Revolution' isn't about them,"" we said.  

Now, we're making a similar cl…"
754,@IanOgilvy1 missed the support Ukraine memo 🇺🇦 https://t.co/Fr7e6R6bIz
755,"RT @timothy_stanley: PM speaks to no one. “Isolated.”
PM speaks to everyone. “Needy.”
PM shakes hands. “Oily.”
PM smiles politely. “Tragic.…"
756,"RT @WilliamMcNulty: .@united I’m on flight 953 to deliver medical supplies to Ukraine. I was charged $1,100 in extra bag charges for tourni…"
757,"RT @Reuters: The Matsu islands represent Taiwan's 'frontline of democracy' under the looming threat of its massive, more powerful neighbor,…"
758,"RT @bfbuschi: Translation

I posted this yesterday.

""If someone breaks into your home with the intention of killing you, don't let them ti…"
759,@Hope56785764 @JChambo98 @aldin_ww @oryxspioenkop Most Russians are brainwashed. They have been trained like Pavlov… https://t.co/63LxxhsBsR
760,"RT @KyivIndependent: Ukraine's General Staff report: 

🔵 Russia transfers new troops to Belarus to replenish its assault force
🟡 4 Russian…"
761,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
762,"RT @XSovietNews: Peskov: Russia will demand explanations about reports on Hunter Biden's involvement in biolabs in Ukraine.

Ask Sputnik, t…"
763,RT @MoscowTimes: The United States and EU announced a task force Friday aimed at reducing Europe's reliance on Russian fossil fuels in the…
764,"RT @KyivIndependent: ⚡️European Council to develop Ukraine Solidarity Trust Fund to finance reconstruction after war. 

The EC announced it…"
765,"RT @richimedhurst: They deleted it but I kept a screenshot.

The Ukrainian government actually posted this picture, acting like Ukraine has…"
766,"RT @andersostlund: 300 civilians reported dead after Russian attack on the Dramatic Theatre in Mariupol according to local officials.
Are P…"
767,"RT @KyivIndependent: ⚡️Ukrainian army: Russia wants to end war by May 9. 

According to intelligence from the General Staff of the Armed Fo…"
768,RT @ThePlumLineGS: @TimothyDSnyder One last point: The Western response has actually been an intriguing combination of idealism and realism…
769,"RT @agbu: It is no secret that with the world paying attention to Russia and Ukraine, Azerbaijan has increased the intensity of its mission…"
770,"RT @tribelaw: “Meanwhile, the best way to undermine Russia’s military is by limiting access to technology.”
https://t.co/OswyXkYoXN"
771,"RT @richimedhurst: They deleted it but I kept a screenshot.

The Ukrainian government actually posted this picture, acting like Ukraine has…"
772,"RT @DeputyTadier: I had the honour of addressing @StatesAssembly in our three official languages today, on the importance of French and mul…"
773,"RT @FoxNews: Ed Sheeran, Camila Cabello, and more stars to perform at 'Concert for Ukraine' https://t.co/ffk1vjQARn"
774,"RT @jonsopel: A theatre that had written in huge letters in the car park, front and rear ‘CHILDREN’ So the Russians would know it was a ref…"
775,RT @christogrozev: Russian soldier runs over his commanding officer with a tank as revenge for the botched up operation that led to the dea…
776,"RT @nexta_tv: #Polish Prime Minister Morawiecki said that #Poland, #Slovenia and the #Czech Republic have prepared a ""10-point plan to supp…"
777,"RT @KyivIndependent: Ukraine's General Staff report: 

🔵 Russia transfers new troops to Belarus to replenish its assault force
🟡 4 Russian…"
778,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
779,"RT @scharap: Russia's kitchen sink approach to conspiracy theorizing propaganda. Hunter Biden, ""biolabs"" in Ukraine, Soros, and USAID all i…"
780,"@_miniszterelnok 🚫In the memory of Holocaust victims you have a monument ""Shoes on the Danube bank"" and u guysknow… https://t.co/B7aaroR9Ke"
781,"RT @richimedhurst: They deleted it but I kept a screenshot.

The Ukrainian government actually posted this picture, acting like Ukraine has…"
782,RT @Dayanidhi_Maran: Raised questions to the @MoHFW_INDIA on whether the students evacuated from Ukraine will be admitted to medical colleg…
783,"RT @business: Rusal, the huge aluminum producer fighting blow-back from Russia’s war in Ukraine, is getting some help from traders in China…"
784,"RT @dwnews: Ukraine officials say 300 people are feared dead in last week's strike on a Mariupol theater. 

https://t.co/1I98GAfgMZ"
785,"RT @CivMilAir: HOMER51 intel gathering over Romania in support of #Ukraine 🇺🇦

🇺🇸 US Air Force
RC135W Rivet Joint
62-4131 HOMER51 https://t…"
786,"RT @DefenceU: 💬@ZelenskyyUa:
Ukraine was beautiful. But now it will be great, because of our people. Glorious Ukraine. Great project for re…"
787,RT @ESPNFC: Hector Bellerin explains why he's been silent on the war in Ukraine. https://t.co/Vluiz2edB3
788,@ragipsoylu This is essentially removing sanctions on Russia and putting limits on Ukraine......
789,"@RedCross @ICRC Russia’s committing genocide in Ukraine. Yet, President of the ICRC Peter Maurer meets with Lavrov… https://t.co/3V6qWHLI9C"
790,"RT @richimedhurst: They deleted it but I kept a screenshot.

The Ukrainian government actually posted this picture, acting like Ukraine has…"
791,RT @maxseddon: Vladimir Putin personally approved Roman Abramovich’s involvement in Russia’s peace talks with Ukraine – counter to the olig…
792,"RT @richimedhurst: They deleted it but I kept a screenshot.

The Ukrainian government actually posted this picture, acting like Ukraine has…"
793,"Food for thought

#Ukraine 
#Appeasement https://t.co/rYMAQAZIHe"
794,"RT @DefenceU: 💬@ZelenskyyUa:
Ukraine was beautiful. But now it will be great, because of our people. Glorious Ukraine. Great project for re…"
795,"Putin’s monstrous war against Ukraine and its people has now displaced more than half of Ukraine’s children.

https://t.co/UZfd6C9Sqo"
796,"The perfect scarf doesn’t exis...
See what our QA Maciej did all by himself - he knit out a scarf and donated his c… https://t.co/ahUejH1CIB"
797,"RT @realchasegeiser: Nobody did shit for Hong Kong, but the whole world is rallying for Ukraine. Why?"
798,RT @DmytroKuleba: Spoke with my Italian counterpart and friend @luigidimaio. We both share the urgency of elevating sanctions pressure on R…
799,RT @BBCTimFranks: BREAKING: confirmation from a Mariupol official of what would be the single worst loss of life in the Ukraine war so far…
800,"@deAdderCanada @TorontoStar Long, interesting thread on why NATO can't just jump into Ukraine.  Please don't oversi… https://t.co/aPnRRnUVFW"
801,RT @MSNBC: .@AntheaButler: It turns out Putin has a fan base in America’s right-leaning evangelical politicians and pundits. https://t.co/B…
802,"RT @Adriandenberg: Creativity guys, it’s a beautiful thing and it’s one of the things that separates humans from (most) animals. So it’s ev…"
803,"RT @AndreaChalupa: Vladimir Medinsky, like Putin, has said Ukraine as a country does not exist. Medinsky represents Russia in the so-called…"
804,"Biden to visit Poland, a complex ally on Ukraine’s doorstep
https://t.co/qMxeQgC4qF"
805,"RT @KyivIndependent: Ukraine's General Staff report: 

🔵 Russia transfers new troops to Belarus to replenish its assault force
🟡 4 Russian…"
806,@DAaronovitch @MattChorley The price of gaslighting has gone up 300% since the Ukraine war started.
807,"RT @nexta_tv: #Polish Prime Minister Morawiecki said that #Poland, #Slovenia and the #Czech Republic have prepared a ""10-point plan to supp…"
808,"Turkish-made tank killer, artillery killer, destroyed air defense systems, Bayraktar TB2 now destroyed the Russian… https://t.co/JWfELfGnwP"
809,"RT @JasminMuj: There were never any “Russian-backed separatists” in Ukraine. There were only Russian occupation forces, who have maintained…"
810,"RT @SkyNews: Drone footage captures long queues for humanitarian aid in Mariupol.

The port city has been heavily damaged after prolonged b…"
811,"RT @timand2037: #Syrian President Bashar al #Assad on 'the West', #Ukraine and #Fascism https://t.co/qgem3JjvOs"
812,RT @POTUS: It was an honor to meet with European Commission President von der Leyen this morning. We are united in our condemnation of Russ…
813,"#WeAreNATO 
In Ukraine Putin will always claim that biological and chemical weapons belong to the Ukrainians and wi… https://t.co/LmtemRi8f7"
814,AND we've asked some experts to talk about the #history of Ukraine to help us understand the context of the current… https://t.co/gSKSM9ox48
815,RT @maxseddon: Vladimir Putin personally approved Roman Abramovich’s involvement in Russia’s peace talks with Ukraine – counter to the olig…
816,"RT @mikrotik_com: 🇺🇦 MikroTik’s humanitarian aid to Ukraine exceeds EUR 300 000

As the brave people of Ukraine continue to suffer, we pled…"
817,RT @ignaziocassis: Expressed my appreciation for Moldovan solidarity with neighbouring #Ukraine to President @sandumaiamd. As a long-standi…
818,RT @ESPNFC: Hector Bellerin explains why he's been silent on the war in Ukraine. https://t.co/Vluiz2edB3
819,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
820,"RT @RNCResearch: Today Biden again said that sanctions would not “deter” Putin from invading Ukraine. 
 
His administration said the EXACT…"
821,"@marcowenjones I’m L/W, knew a little about corruption in Ukraine &amp; Neo Nazis terrifying population.Military action… https://t.co/HMNIFkrTTf"
822,"RT @FreweyniBekele5: Starvation is being used as a weapon of war on millions of Tigrayans by the Ethiopian govt. Yet, the int'l community f…"
823,"RT @Blue_Sauron: Ukrainian drone operator performing reconnaissance mission around Makariv village.
#Russia #Ukraine https://t.co/aYDCliXyC4"
824,"RT @AvivaKlompas: This is Valentina Versca. She escaped the war in Ukraine, and today won the full Jerusalem Marathon 🥇
Mazel tov! 

📸 Spor…"
825,RT @SameeraKhan: Thousands of Israelis rally in support of Ukraine in Tel Aviv https://t.co/OI0ffUnpa3
826,"RT @Andrew__Roth: Vladimir Zhirinovsky has died, according to @bazabazon and Mash. No official confirmation yet. A Russian nationalist poli…"
827,"@Blockchainwork5 First i check my Brothers in the Ukraine
After that #cro and my cronos investments"
828,"RT @RichardGrenell: You told us Hunter Biden’s laptop was Russian disinformation 3 weeks before the election. 

The laptop proves Biden fam…"
829,"RT @KyivIndependent: Ukraine's General Staff report: 

🔵 Russia transfers new troops to Belarus to replenish its assault force
🟡 4 Russian…"
830,RT @BBCTimFranks: BREAKING: confirmation from a Mariupol official of what would be the single worst loss of life in the Ukraine war so far…
831,"RT @GarlandNixon: NATO not to deploy troops in Ukraine in order to avoid war with Russia — Secretary General
https://t.co/J62KU4xpJb"
832,"@chartinael @itsmecalcifer1 @anatoliisharii @DefenceU Probably not all, but government provides some footages somet… https://t.co/OVQE8257Ii"
833,"@ForeignPolicy @reda_getachew In contrast to Ukraine, which has justifiably commanded global attention and where co… https://t.co/zJdPsEoQtv"
834,RT @POTUS: It was an honor to meet with European Commission President von der Leyen this morning. We are united in our condemnation of Russ…
835,"RT @kylegriffin1: Ukraine's navy says it has destroyed Russia's large landing ship Orsk, near the port city of Berdyansk."
836,RT @AJEnglish: Japan to freeze the assets of 25 more Russians and prohibit exports to 81 Russian organisations in response to Moscow’s war…
837,"RT @KyivPost: ""Hungary refused to help #Ukraine in the #UkraineRussiaWar,""  Hungarian Foreign Minister Peter Siyarto reported https://t.co/…"
838,"RT @_ruskadevushka_: I can't believe this. There was no chemical attack and they are instigating for one 

Remember these warmongerers

""Na…"
839,"RT @richimedhurst: They deleted it but I kept a screenshot.

The Ukrainian government actually posted this picture, acting like Ukraine has…"
840,RT @MFA_China: The best way for the US to prove its innocence on the issue of the biolabs in Ukraine and other places around the globe is t…
841,"RT @KyivIndependent: Ukraine's General Staff report: 

🔵 Russia transfers new troops to Belarus to replenish its assault force
🟡 4 Russian…"
842,"RT @TheBrianMcManus: Just incase people forgot, Trump held Javelins from Ukraine and attempted to blackmail them into investigating his pol…"
843,RT @KyivIndependent: ⚡️Zelensky gives four cities honorary title of 'Hero City' and seven National Guard service members 'Hero of Ukraine'…
844,"@_miniszterelnok 🆘🆘In the memory of Holocaust victims you have a monument ""Shoes on the Danube bank"" and u guysknow… https://t.co/GGcrhubK7c"
845,"@RepMGS @POTUS Dear Debbie, please contact Biden for financial support of the Armed Forces and Air Defense of Ukrai… https://t.co/lpxzg1qvEH"
846,"RT @APompliano: Bitcoin is up nearly 30% since Russia invaded Ukraine, yet mainstream media will still ask ""why is bitcoin not acting like…"
847,RT @lesiavasylenko: 15800 #Russia soldiers killed in #Ukraine. The bodies don’t get sent to the family. They burn them in movable crematori…
848,"RT @ragipsoylu: Erdogan says US suggestion to deploy S-400s in Ukraine would only 'stir trouble'

•  Erdogan says Washington is looking for…"
849,"RT @PointPay1: Hello, PointPay community! 
 
We'd like to announce the latest interview of @VladimirKard with @CoinDesk, where he speaks ab…"
850,RT @a_leesha1: It’s just incredibly wild to me that Muslim kids who were expressing pro-Palestine views as children in Gaza were being kill…
851,"RT @RALee85: Sergeant Vladimir Vasilyev from the GRU/GU/s 2nd Spetsnaz Brigade was reportedly killed in Ukraine.
https://t.co/5gjlio6WHT"
852,RT @POTUS: It was an honor to meet with European Commission President von der Leyen this morning. We are united in our condemnation of Russ…
853,"@har_bira @CestMoiz Sec of State Blinken has not yet spoken with his Russian counterpart Lavarov since February.

T… https://t.co/69iJEW9dyB"
854,"RT @richimedhurst: They deleted it but I kept a screenshot.

The Ukrainian government actually posted this picture, acting like Ukraine has…"
855,"Big numbers are hard. 

Remember the sea of 888,246 poppies representing those who gave their lives for British val… https://t.co/pmKVY63trz"
856,"RT @nexta_tv: The terrorist Girkin-Strelkov, openly declared the failure of the ""special military operation"" in #Ukraine https://t.co/8RbwC…"
857,RT @HannaLiubakova: #Belarus Our brave and resolute women took to the streets of Minsk on Freedom Day. They brought yellow and blue umbrell…
858,"@TheQueensSchool @QueensLowerSch @Q6thForm @QSchoolSport 
many thanks to our #QueensCommunity for coming along to o… https://t.co/8gqzBcBONF"
859,"RT @kylegriffin1: Ukraine's navy says it has destroyed Russia's large landing ship Orsk, near the port city of Berdyansk."
860,"RT @KyivIndependent: Ukraine's General Staff report: 

🔵 Russia transfers new troops to Belarus to replenish its assault force
🟡 4 Russian…"
861,"Liberal loonies are too dumb to define a woman and also too dumb to focus on America. 
Meanwhile, #JoeBiden and his… https://t.co/9A6eWpjyyx"
862,"@motorists Big ""Putin invading Ukraine to kill the Nazis"" energy here."
863,"RT @carolecadwalla: You know what else the Kremlin says?

KREMLIN: Ukraine is occupied by Nazis.

KREMLIN: Crimea is ours.

The Daily Mail…"
864,"Reporter: Mr President, what is your stance on avoiding further escalation in Ukraine at the moment? 

Joe Biden: D… https://t.co/jotak1DERR"
865,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
866,"@ZLoescher @RClinto57113970 @ACTBrigitte Remember when Trump tried to extort Ukraine to help him stay in power?  Oh yeah, that happened."
867,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
868,"Oligarch infected Brexit Britain continues to send munitions and materiel to war torn Ukraine, thus exacerbating th… https://t.co/Ya38Wzx2xn"
869,RT @sumpeoplelikeit: The GOP wants us to forget their Russian ties and how it applies to Ukraine...but we're not gonna do that. https://t.c…
870,"RT @dennisispeasant: “AAHHHHH Ukraine is banning left wing parties!”

You mean the party where the head of the party’s daughter is literall…"
871,"RT @NPRinskeep: Colleague @LeilaFadel: ""There’s a sound missing in Kyiv. The sound of children. Every playground we pass in the capital is…"
872,"RT @FinancialTimes: Egypt has asked for support from the IMF, the fund said, as the country struggles to weather the economic impact of Rus…"
873,"@USATODAY Such very brave woman to fight for their own country. Sending Ukraine love, &amp; thoughts 5o all of those effected from this war"
874,"RT @TelegraphWorld: 📸 Here are the Latest pictures from Ukraine👇 

https://t.co/B0fKAitg0J"
875,"RT @UAWeapons: #Ukraine: Local fighters (claimed to be behind Russian lines) destroyed a Russian supply truck, capturing one soldier. https…"
876,RT @bill_stratton: Huge respect for President Andrzej Duda and the Polish people for two things: taking in over 2 million Ukrainian refugee…
877,"RT @ParentingLH: ""In #emergencies, families need #evidencebased support that is #accessible, relevant, and simple""- @CluverLucie in the lat…"
878,@Eira222 @diozlatan14 @_nika_ln @JohnDuttonTrad @olgatokariuk You haven’t kept up Putin wants his to give up ALL hi… https://t.co/A3WIIMBp39
879,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
880,RT @monicagrau: My mom is looking for her friend Maria from Ukraine. I have told her it is impossible to find her having just a picture. Sh…
881,RT @POTUS: It was an honor to meet with European Commission President von der Leyen this morning. We are united in our condemnation of Russ…
882,"RT @adamgurri: A Timothy Snyder interview from @ThePlumLineGS https://t.co/CvBLNl6aFp What if I told you it was the January 6, ""Stop the St…"
883,"RT @franakviacorka: Today, on Freedom Day, Belarusian women marched, holding umbrellas in the colors of Ukraine.
“Happy Freedom Day, Belaru…"
884,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
885,"RT @MrKovalenko: After the Russian Amb. to #Bulgaria said that #Bulgarians don't support #Ukraine, they went on a massive march in capital…"
886,"RT @nexta_tv: #Polish Prime Minister Morawiecki said that #Poland, #Slovenia and the #Czech Republic have prepared a ""10-point plan to supp…"
887,"RT @SMasharada: Weaponizing food &amp; aid is an internationally recognized crime, yet #Ethiopia continues to do so without any regard to int'l…"
888,RT @LisasaysSA1st: Let's just fight! How many times can we be interviewed about xenophobia? Let's learn from Russia and Ukraine. We are bei…
889,"Ukrainian refugee win's women's race at Jerusalem Marathon today. Congrats Valentyna! ""...today is my first positiv… https://t.co/wlsGY8Oiwx"
890,"RT @Klitschko: Month of shame. Ukraine is not a battlefield. It is a crime scene.

#StopPutinsWar #FreeUkraine #WeAreAllUkrainians #StandWi…"
891,RT @christogrozev: Russian soldier runs over his commanding officer with a tank as revenge for the botched up operation that led to the dea…
892,"RT @cnbcipr: As NATO kicks off its Brussels summit, @CNASdc @jteurope talks the Chinese and OPEC+ dynamic on the Ukraine war – from delicat…"
893,"RT @KyivIndependent: Exactly a month ago, on Feb. 24, Russia launched a full-scale invasion of Ukraine. Here’s what it has cost Ukraine so…"
894,RT @BarbraStreisand: We had a wonderful dinner with Lt. Col. Alex Vindman last night. Our discussions about Ukraine and the future of  demo…
895,RT @siobhan_ogrady: Reflections and work from the amazing Washington Post photographers on the ground in Ukraine https://t.co/rRFQHm503V
896,"RT @DefenceU: 💬@ZelenskyyUa:
Ukraine was beautiful. But now it will be great, because of our people. Glorious Ukraine. Great project for re…"
897,RT @BBCTimFranks: BREAKING: confirmation from a Mariupol official of what would be the single worst loss of life in the Ukraine war so far…
898,RT @trtworld: Here is how Russia’s attack on Ukraine has worsened the already disastrous food crisis in Somalia https://t.co/ImK2DKKYF3
899,RT @VolodymDubovyk: UNICEF has announced today that more than half of Ukraine's children have been displaced. I can't even process this. Th…
900,"RT @Bershidsky: The amazing part of this column is that U.S. officials are saying out loud that they want the war to last in order to ""blee…"
901,"RT @JasminMuj: There were never any “Russian-backed separatists” in Ukraine. There were only Russian occupation forces, who have maintained…"
902,RT @Liveuamap: Rally against Russian occupation in Novotroitske of Kherson region https://t.co/pSWg743vM4 https://t.co/CTCZFwAzUM  #Ukraine…
903,"RT @olgatokariuk: Russia started forced deportation of Mariupol residents to filtration camps on the Russian territory, Ukrainian foreign m…"
904,"@SenateGOP @SenTedCruz @MarshaBlackburn @GOPChairwoman 

You are more corrupt than Ukraine WAS https://t.co/lGRefOglQA"
905,"RT @IAPonomarenko: Russians, of course, will not agree on releasing all the children suffering in Mariupol now in exchange for Ukraine’s po…"
906,Enjoying a cinnamon knot from #LittleHomeBaker in aid of “Bake for Ukraine” https://t.co/x5vgHmh8Lr
907,"RT @KyivIndependent: ⚡️ Reuters: US estimates an up to 60% failure rate for Russian missiles attacking Ukraine. 

Earlier, Ukraine’s Defens…"
908,"RT @kylegriffin1: Ukraine's navy says it has destroyed Russia's large landing ship Orsk, near the port city of Berdyansk."
909,"RT @Je5usaurus_Rex: @noclador @McFaul Which is heroic, but bad. Ukraine's territorial defense needs basic protective gear."
